iter	Logloss
367	0.1990007361
368	0.1989813062
369	0.1989600747
370	0.1989341651
371	0.1989068168
372	0.1988866077
373	0.1988667087
374	0.1988503739
375	0.1988348247
376	0.1987624738
377	0.1987079756
378	0.1986896685
379	0.1986727412
380	0.1986524472
381	0.1986260254
382	0.19860467
383	0.1985939304
384	0.1985787187
385	0.1985556797
386	0.1984998887
387	0.1984833581
388	0.1984289943
389	0.198388884
390	0.1983644722
391	0.1983407634
392	0.1982967891
393	0.1982733288
394	0.198255245
395	0.1982337844
396	0.1982166811
397	0.1981999616
398	0.1981506788
399	0.198128325
400	0.1981065032
401	0.1980830286
402	0.1980599896
403	0.1980438449
404	0.1980245153
405	0.1980011693
406	0.1979845613
407	0.1979663834
408	0.1979507777
409	0.1979118014
410	0.1978871106
411	0.1978626637
412	0.1978455018
413	0.1978209
414	0.1977659501
415	0.1977410452
416	0.1976904428
417	0.1976811393
418	0.1976627896
419	0.1976358581
420	0.1976126435
421	0.1975901237
422	0.1975487249
423	0.1975253551
424	0.1975062924
425	0.1974763706
426	0.1974628365
427	0.1974469071
428	0.1974345007
429	0.1974115215
430	0.197381965
431	0.1973524968
432	0.1973329477
433	0.1973094911
434	0.1972872686
435	0.1972756224
436	0.1972555815
437	0.1972379487
438	0.1972155448
439	0.1971888867
440	0.1971503035
441	0.1971314508
442	0.1971157548
443	0.1971034253
444	0.197085274
445	0.1970468622
446	0.1970212301
447	0.1970053578
448	0.196988777
449	0.1969742909
450	0.1969423652
451	0.1969151044
452	0.1968973921
453	0.1968775198
454	0.1968030739
455	0.1967958408
456	0.1967799691
457	0.1967652146
458	0.1967436105
459	0.1967209688
460	0.1967073148
461	0.1966833503
462	0.1966633435
463	0.1966490631
464	0.1966331523
465	0.1966127049
466	0.1965919931
467	0.1965704363
468	0.1965305879
469	0.1965108664
470	0.1964867581
471	0.1964631775
472	0.1964528685
473	0.1964367081
474	0.1963974838
475	0.1963831236
476	0.1963585747
477	0.1963285321
478	0.1963133225
479	0.1962766839
480	0.1962611447
481	0.1962380073
482	0.1962162907
483	0.1961986359
484	0.1961827166
485	0.1961677539
486	0.1961414581
487	0.1961236938
488	0.1961060898
489	0.1960870879
490	0.1960522984
491	0.1960318497
492	0.1960022702
493	0.1959822484
494	0.195970934
495	0.1959479079
496	0.1958785085
497	0.1958576424
498	0.1958373446
499	0.1958178425
500	0.1958038828
501	0.1957834012
502	0.1957563375
503	0.1957388212
504	0.1957198864
505	0.1957039224
506	0.1956823016
507	0.1956574484
508	0.1956366524
509	0.1956194338
510	0.1956036497
511	0.1955834313
512	0.19556751
513	0.1955434057
514	0.1955183976
515	0.1955102247
516	0.1954999438
517	0.1954841811
518	0.1954610564
519	0.195446719
520	0.1954247548
521	0.1954166479
522	0.1954052746
523	0.1953886262
524	0.1953751397
525	0.1953557276
526	0.1952939471
527	0.195281443
528	0.1952620866
529	0.1952293283
530	0.1952165906
531	0.1951960901
532	0.1951420643
533	0.1951272232
534	0.1951056295
535	0.1950799998
536	0.1950155137
537	0.194999282
538	0.1949800963
539	0.1949574473
540	0.1949416546
541	0.1949229894
542	0.1948971357
543	0.1948848078
544	0.1948676848
545	0.1948545875
546	0.1948341966
547	0.1948230497
548	0.1948053975
549	0.1947858286
550	0.1947663981
551	0.1947475289
552	0.1947285746
553	0.1947063917
554	0.1946989665
555	0.1946630775
556	0.1946475552
557	0.194625748
558	0.1946117199
559	0.1945938304
560	0.1945803053
561	0.1945663793
562	0.1945513217
563	0.1945378959
564	0.1945157679
565	0.1944994105
566	0.1944780391
567	0.1944626773
568	0.1944462119
569	0.1944305562
570	0.1943910903
571	0.194372208
572	0.1943483938
573	0.1943336468
574	0.1943162331
575	0.1943029899
576	0.1942874795
577	0.1942361366
578	0.1942203052
579	0.1942025763
580	0.1941906761
581	0.1941740035
582	0.1941555934
583	0.194140754
584	0.1941258258
585	0.1941149023
586	0.1940609912
587	0.1940457532
588	0.1940316123
589	0.1940087745
590	0.1939973345
591	0.1939734767
592	0.1939515384
593	0.1939360977
594	0.1939152555
595	0.1938928228
596	0.1938783368
597	0.1938563432
598	0.1938394095
599	0.1938191575
600	0.1938050479
601	0.1937871544
602	0.1937624117
603	0.193742592
604	0.1937304072
605	0.193716681
606	0.1937040105
607	0.1936910637
608	0.1936737658
609	0.1936543339
610	0.1936394049
611	0.193596093
612	0.1935784726
613	0.193558608
614	0.1935125711
615	0.1934797085
616	0.1934639656
617	0.193446844
618	0.1934323922
619	0.1934187314
620	0.1934023995
621	0.193352696
622	0.1933399244
623	0.1933261705
624	0.1933068548
625	0.1932811298
626	0.1932688397
627	0.1932480683
628	0.1932357491
629	0.1932196473
630	0.193200447
631	0.1931852476
632	0.1931725624
633	0.1931556464
634	0.1931368818
635	0.1931225056
636	0.1931068256
637	0.1930680181
638	0.1930578935
639	0.1930437676
640	0.1930355017
641	0.1930179487
642	0.1930038903
643	0.1929870609
644	0.192968791
645	0.1929539033
646	0.1929299806
647	0.1929143437
648	0.192898194
649	0.1928798674
650	0.1928467277
651	0.1928306566
652	0.1928182769
653	0.1927998021
654	0.1927559468
655	0.1927410412
656	0.1927278208
657	0.1927137195
658	0.1926979026
659	0.1926886999
660	0.192674388
661	0.1926567843
662	0.1926434867
663	0.1926288805
664	0.1926104566
665	0.1925976551
666	0.1925762575
667	0.1925619102
668	0.192549151
669	0.192527928
670	0.19250949
671	0.1924943981
672	0.1924778994
673	0.192463544
674	0.1924470192
675	0.1924389826
676	0.1924170485
677	0.1924013635
678	0.1923900141
679	0.1923410107
680	0.1923224047
681	0.1923119412
682	0.1922957613
683	0.1922769757
684	0.1922646305
685	0.192254446
686	0.1922416344
687	0.1922231748
688	0.192207515
689	0.1921902605
690	0.1921765716
691	0.1921618413
692	0.1921320917
693	0.192116885
694	0.192100225
695	0.1920865039
696	0.1920649706
697	0.1920482922
698	0.1920343953
699	0.1920233862
700	0.1920062843
701	0.1919895625
702	0.1919718925
703	0.1919569211
704	0.191941646
705	0.1919045016
706	0.1918879841
707	0.1918388362
708	0.1918216133
709	0.1918054161
710	0.1917875866
711	0.1917693792
712	0.1917593208
713	0.1917410609
714	0.1917230954
715	0.1917097056
716	0.1916984497
717	0.1916845163
718	0.1916663538
719	0.191655431
720	0.1916428881
721	0.1916291184
722	0.1916095118
723	0.1915939992
724	0.1915837966
725	0.1915713393
726	0.1915517133
727	0.1915437097
728	0.1915303
729	0.1915184283
730	0.1915024952
731	0.1914904901
732	0.1914682336
733	0.1914533347
734	0.1914440349
735	0.1914120645
736	0.1913940071
737	0.191375792
738	0.1913605345
739	0.1913455076
740	0.191293783
741	0.1912830269
742	0.191269398
743	0.1912564449
744	0.1912469396
745	0.1912332972
746	0.1912185385
747	0.1911991903
748	0.1911757239
749	0.1911601165
750	0.1911495341
751	0.1911301622
752	0.1911079739
753	0.1910960747
754	0.1910819058
755	0.1910647621
756	0.1910545671
757	0.1910388659
758	0.1910272921
759	0.1910111661
760	0.1910012398
761	0.1909844724
762	0.1909684106
763	0.1909510291
764	0.1909304417
765	0.1909166398
766	0.1909011476
767	0.190880345
768	0.1908575111
769	0.1908399227
770	0.1908263873
771	0.190810512
772	0.1907788573
773	0.1907650589
774	0.1907484161
775	0.1907388598
776	0.1907250687
777	0.1907085008
778	0.1906845088
779	0.1906682868
780	0.1906547262
781	0.190633786
782	0.1906005116
783	0.1905860255
784	0.1905682475
785	0.1905569026
786	0.1905399889
787	0.1905316249
788	0.1905167434
789	0.1905047356
790	0.1904910225
791	0.1904809921
792	0.1904667993
793	0.1904526864
794	0.1904380487
795	0.1904256909
796	0.1904084843
797	0.1903884258
798	0.1903735961
799	0.1903587261
800	0.1903478127
801	0.1903302533
802	0.1903187921
803	0.1903074686
804	0.1902971637
805	0.1902789703
806	0.1902631552
807	0.1902442196
808	0.1902307314
809	0.1902180122
810	0.1901990489
811	0.1901856282
812	0.1901676501
813	0.1901471096
814	0.1901370532
815	0.1901180679
816	0.1901063433
817	0.1900943625
818	0.1900831283
819	0.1900714951
820	0.1900621846
821	0.1900493129
822	0.1900310491
823	0.1900176581
824	0.1899988211
825	0.1899884715
826	0.1899703512
827	0.1899541784
828	0.1899392849
829	0.1899172385
830	0.189904566
831	0.1898836155
832	0.1898661162
833	0.189851509
834	0.1898369089
835	0.1898174437
836	0.189804048
837	0.1897848477
838	0.189772572
839	0.1897630114
840	0.189730025
841	0.1897186933
842	0.1897037288
843	0.1896809111
844	0.1896685353
845	0.1896559293
846	0.1896416452
847	0.1896299132
848	0.1896165482
849	0.1895998274
850	0.1895838517
851	0.1895675262
852	0.1895507149
853	0.1895386102
854	0.1895294346
855	0.1895127424
856	0.1894952645
857	0.1894684215
858	0.1894545794
859	0.1894402039
860	0.1894251098
861	0.1894093954
862	0.1893924338
863	0.1893730873
864	0.1893586072
865	0.1893476727
866	0.1893315132
867	0.1893177767
868	0.1893021185
869	0.18928429
870	0.189273106
871	0.1892486936
872	0.1892357585
873	0.1892167467
874	0.1892000486
875	0.1891878317
876	0.1891615008
877	0.1891462211
878	0.1891352526
879	0.1891162627
880	0.1891062267
881	0.1890895914
882	0.1890731442
883	0.1890639622
884	0.1890328013
885	0.1890170049
886	0.1889994342
887	0.1889879064
888	0.1889783478
889	0.1889570376
890	0.1889406181
891	0.1889307001
892	0.1889194581
893	0.1889045755
894	0.1888854322
895	0.1888718302
896	0.1888521192
897	0.1888412143
898	0.1888230039
899	0.188814977
900	0.1888012497
901	0.1887856418
902	0.1887710816
903	0.1887219008
904	0.1887029511
905	0.188690591
906	0.1886724817
907	0.1886648746
908	0.1886330737
909	0.1886192368
910	0.1886035639
911	0.1885970701
912	0.188578519
913	0.1885646693
914	0.1885498393
915	0.188532485
916	0.1885201989
917	0.1885082443
918	0.1884881864
919	0.1884707704
920	0.1884617553
921	0.1884455674
922	0.1884349679
923	0.1884239292
924	0.1884077695
925	0.1883833023
926	0.1883664913
927	0.1883510741
928	0.1883330949
929	0.1883168519
930	0.1883024469
931	0.1882877408
932	0.188267723
933	0.1882522611
934	0.1882343815
935	0.1882223207
936	0.1882085318
937	0.1881961242
938	0.1881841945
939	0.1881717395
940	0.1881619584
941	0.1881528048
942	0.188137895
943	0.1881207454
944	0.1881043625
945	0.1880889251
946	0.1880727637
947	0.1880563337
948	0.1880474068
949	0.1880282521
950	0.187987518
951	0.1879679283
952	0.1879496873
953	0.187939871
954	0.1879304149
955	0.1879150039
956	0.1878983457
957	0.1878910321
958	0.1878727844
959	0.1878620139
960	0.1878476119
961	0.1878322403
962	0.1878174815
963	0.1878010705
964	0.1877847366
965	0.1877732175
966	0.1877573927
967	0.187750833
968	0.1877433393
969	0.1877328568
970	0.187714508
971	0.1876965659
972	0.1876821482
973	0.1876657321
974	0.1876499916
975	0.187635199
976	0.1876213271
977	0.1876060624
978	0.1875926147
979	0.1875799303
980	0.187568264
981	0.1875481073
982	0.1875341391
983	0.1875216033
984	0.1875076828
985	0.1874930997
986	0.1874786525
987	0.1874681498
988	0.187450582
989	0.1874379354
990	0.1874275231
991	0.1874018106
992	0.1873891682
993	0.1873553
994	0.1873425275
995	0.1873324736
996	0.1873147002
997	0.1873025423
998	0.1872927476
999	0.1872806482
